Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,OpenPorchSF,SalePrice
103,64.0,7018,Reg,SawyerW,1Story,5,5,1979,1979,HdBoard,HdBoard,2,Slab,,,,0.0,0.0,0.0,3,1535,1535,0.0,2,0,4,2.0,8,0,,Attchd,1979.0,1.0,2.0,410.0,0,118964.0
104,94.0,10402,IR1,CollgCr,1Story,7,5,2009,2009,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,1226.0,1226.0,5,1226,1226,0.0,2,0,3,3.0,6,0,,Attchd,2009.0,2.0,3.0,740.0,36,198900.0
105,,7758,Reg,IDOTRR,1.5Fin,7,4,1931,1950,Stucco,Stucco,2,PConc,2.0,No,LwQ,224.0,816.0,1040.0,5,1226,1818,0.0,1,1,4,2.0,7,2,3.0,Detchd,1951.0,1.0,1.0,240.0,0,169500.0
106,75.0,9375,Reg,Somerst,2Story,8,5,2003,2004,VinylSd,VinylSd,3,PConc,4.0,No,Unf,0.0,1053.0,1053.0,5,1053,1992,0.0,2,1,3,3.0,9,1,4.0,Attchd,2003.0,2.0,2.0,648.0,45,250000.0
107,60.0,10800,Reg,OldTown,1Story,4,7,1885,1995,VinylSd,VinylSd,2,BrkTil,1.0,No,Unf,0.0,641.0,641.0,4,1047,1047,0.0,1,0,2,2.0,6,0,,Detchd,1954.0,1.0,1.0,273.0,0,100000.0
108,50.0,6000,Reg,OldTown,1Story,5,5,1948,1950,VinylSd,VinylSd,2,CBlock,2.0,No,ALQ,104.0,516.0,789.0,5,789,789,0.0,1,0,2,2.0,5,0,,Detchd,1948.0,1.0,1.0,250.0,0,115000.0
109,85.0,8500,Reg,IDOTRR,1.5Fin,5,7,1919,2005,CemntBd,CmentBd,2,CBlock,2.0,No,Unf,0.0,793.0,793.0,3,997,1517,0.0,2,0,3,1.0,7,0,,,,,0.0,0.0,0,115000.0
110,105.0,11751,IR1,NWAmes,1Story,6,6,1977,1977,Plywood,Plywood,2,CBlock,3.0,No,BLQ,705.0,1139.0,1844.0,5,1844,1844,0.0,2,0,3,2.0,7,1,3.0,Attchd,1977.0,2.0,2.0,546.0,122,190000.0
111,75.0,9525,Reg,Edwards,1.5Fin,6,4,1954,1972,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Rec,444.0,550.0,994.0,4,1216,1855,0.0,2,0,4,2.0,7,0,,Attchd,1954.0,1.0,1.0,325.0,0,136900.0
112,,7750,IR1,Gilbert,SLvl,7,5,2000,2000,VinylSd,VinylSd,2,PConc,3.0,No,GLQ,250.0,134.0,384.0,5,774,1430,0.0,2,1,3,2.0,7,1,3.0,BuiltIn,2000.0,3.0,2.0,400.0,0,180000.0
113,77.0,9965,Reg,CollgCr,2Story,7,5,2007,2007,VinylSd,VinylSd,3,PConc,4.0,Av,GLQ,984.0,280.0,1264.0,5,1282,2696,1.0,2,1,4,4.0,10,1,4.0,BuiltIn,2007.0,3.0,3.0,792.0,184,383970.0
114,,21000,Reg,Crawfor,1Story,6,5,1953,1953,Wd Sdng,Wd Sdng,2,CBlock,3.0,Mn,ALQ,35.0,905.0,1809.0,3,2259,2259,1.0,2,0,3,3.0,7,2,4.0,Basment,1953.0,1.0,2.0,450.0,120,217000.0
115,61.0,7259,IR1,Crawfor,2Story,6,8,1945,2002,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,ALQ,774.0,104.0,1028.0,5,1436,2320,1.0,2,1,3,3.0,9,1,3.0,Detchd,1945.0,1.0,1.0,180.0,0,259500.0
116,34.0,3230,Reg,Somerst,2Story,6,5,1999,1999,MetalSd,MetalSd,2,PConc,3.0,No,GLQ,419.0,310.0,729.0,4,729,1458,0.0,2,1,2,2.0,5,1,2.0,Detchd,1999.0,1.0,2.0,440.0,32,176000.0
117,,11616,Reg,Sawyer,1Story,5,5,1962,1962,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,LwQ,170.0,252.0,1092.0,3,1092,1092,0.0,1,0,3,2.0,6,1,1.0,Attchd,1962.0,1.0,1.0,288.0,20,139000.0
118,74.0,8536,Reg,Edwards,1Story,5,5,2006,2007,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,1125.0,1125.0,4,1125,1125,0.0,1,1,2,2.0,5,0,,Attchd,2007.0,1.0,2.0,430.0,64,155000.0
119,90.0,12376,Reg,SawyerW,2Story,7,5,1990,1990,Plywood,Plywood,2,PConc,3.0,Mn,GLQ,1470.0,203.0,1673.0,4,1699,3222,1.0,3,0,5,3.0,11,2,3.0,Attchd,1990.0,1.0,3.0,594.0,0,320000.0
120,65.0,8461,Reg,CollgCr,2Story,6,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,728.0,728.0,5,728,1456,0.0,2,1,3,3.0,8,1,4.0,Attchd,2005.0,3.0,2.0,390.0,24,163990.0
121,,21453,IR1,ClearCr,SLvl,6,5,1969,1969,Plywood,Plywood,2,CBlock,2.0,Gd,ALQ,938.0,0.0,938.0,5,988,988,1.0,1,0,1,2.0,4,2,3.0,Attchd,1969.0,1.0,2.0,540.0,130,180000.0
122,50.0,6060,Reg,IDOTRR,1.5Fin,4,5,1939,1950,AsbShng,AsbShng,2,PConc,2.0,No,Unf,0.0,732.0,732.0,4,772,1123,0.0,1,0,3,2.0,4,0,,Detchd,1979.0,1.0,1.0,264.0,0,100000.0
123,75.0,9464,Reg,NAmes,1Story,6,7,1958,1958,MetalSd,MetalSd,2,CBlock,2.0,No,BLQ,570.0,510.0,1080.0,4,1080,1080,0.0,1,0,3,2.0,5,0,,Attchd,1958.0,1.0,1.0,288.0,0,136000.0
124,55.0,7892,Reg,SawyerW,1Story,6,5,1993,1993,Plywood,Plywood,3,PConc,3.0,No,GLQ,300.0,899.0,1199.0,5,1199,1199,0.0,2,0,2,3.0,5,0,,Attchd,1993.0,2.0,2.0,530.0,63,153900.0
125,48.0,17043,IR1,NWAmes,1Story,6,5,1979,1998,HdBoard,HdBoard,2,CBlock,3.0,No,Unf,0.0,1362.0,1362.0,3,1586,1586,0.0,2,0,3,2.0,7,1,3.0,Attchd,1979.0,1.0,2.0,435.0,0,181000.0
126,60.0,6780,Reg,IDOTRR,1.5Fin,6,8,1935,1982,Wd Sdng,Wd Sdng,2,CBlock,2.0,Av,GLQ,490.0,30.0,520.0,4,520,754,1.0,1,0,2,2.0,5,0,,,,,0.0,0.0,0,84500.0
127,,4928,IR1,NPkVill,1Story,6,5,1976,1976,Plywood,Plywood,2,CBlock,3.0,No,ALQ,120.0,958.0,1078.0,3,958,958,0.0,2,0,2,2.0,5,1,3.0,Attchd,1977.0,2.0,2.0,440.0,205,128000.0
128,55.0,4388,IR1,OldTown,1.5Unf,5,7,1930,1950,WdShing,Wd Sdng,2,BrkTil,2.0,No,LwQ,116.0,556.0,672.0,5,840,840,0.0,1,0,3,2.0,5,1,3.0,,,,0.0,0.0,0,87000.0
129,69.0,7590,Reg,NAmes,2Story,6,5,1966,1966,VinylSd,VinylSd,2,CBlock,2.0,No,BLQ,512.0,148.0,660.0,3,660,1348,0.0,1,1,3,2.0,6,1,2.0,Attchd,1966.0,2.0,2.0,453.0,108,155000.0
130,69.0,8973,Reg,NAmes,1Story,5,7,1958,1991,Plywood,Plywood,2,CBlock,2.0,No,Rec,567.0,413.0,1008.0,3,1053,1053,0.0,1,1,3,4.0,6,0,,2Types,1998.0,2.0,2.0,750.0,80,150000.0
131,88.0,14200,Reg,NAmes,2Story,7,6,1966,1966,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,445.0,479.0,924.0,5,1216,2157,0.0,2,1,4,3.0,8,2,4.0,Attchd,1966.0,3.0,2.0,487.0,66,226000.0
132,,12224,IR1,Gilbert,2Story,6,5,2000,2000,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,695.0,297.0,992.0,5,1022,2054,1.0,2,1,3,3.0,7,1,3.0,BuiltIn,2000.0,2.0,2.0,390.0,48,244000.0
133,75.0,7388,Reg,NAmes,1Story,5,6,1959,2002,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,405.0,658.0,1063.0,4,1327,1327,1.0,1,0,3,3.0,7,0,,Detchd,1974.0,1.0,2.0,624.0,0,150750.0
134,,6853,IR1,Timber,1Story,8,5,2001,2002,VinylSd,VinylSd,3,PConc,4.0,No,GLQ,1005.0,262.0,1267.0,5,1296,1296,1.0,2,0,2,3.0,6,0,,Attchd,2001.0,3.0,2.0,471.0,25,220000.0
135,78.0,10335,IR1,Sawyer,1Story,5,6,1968,1993,Plywood,Plywood,2,CBlock,2.0,No,Rec,570.0,891.0,1461.0,4,1721,1721,0.0,2,1,3,2.0,7,1,3.0,Attchd,1968.0,2.0,2.0,440.0,96,180000.0
136,80.0,10400,Reg,NWAmes,1Story,7,6,1970,1970,Plywood,Plywood,2,PConc,2.0,No,Unf,0.0,1304.0,1304.0,4,1682,1682,0.0,2,0,3,2.0,7,1,4.0,Attchd,1970.0,1.0,2.0,530.0,0,174000.0
137,,10355,IR1,NAmes,1Story,5,5,1967,1967,MetalSd,MetalSd,2,CBlock,2.0,No,BLQ,695.0,519.0,1214.0,3,1214,1214,0.0,2,0,3,2.0,5,1,2.0,Attchd,1967.0,2.0,1.0,318.0,111,143000.0
138,82.0,11070,Reg,Mitchel,1Story,7,5,1988,1989,VinylSd,VinylSd,2,CBlock,2.0,No,Unf,0.0,1907.0,1907.0,4,1959,1959,0.0,3,0,5,2.0,9,0,,2Types,1989.0,1.0,3.0,766.0,0,171000.0
139,73.0,9066,IR1,CollgCr,2Story,8,5,1999,2000,VinylSd,VinylSd,3,PConc,3.0,Mn,GLQ,668.0,336.0,1004.0,5,1004,1852,0.0,2,1,3,3.0,7,2,3.0,Attchd,1999.0,3.0,3.0,660.0,106,230000.0
140,65.0,15426,IR1,CollgCr,2Story,6,5,1997,1997,VinylSd,VinylSd,2,PConc,3.0,No,GLQ,821.0,107.0,928.0,5,928,1764,1.0,2,1,3,3.0,7,0,,Attchd,1997.0,2.0,2.0,470.0,99,231500.0
141,70.0,10500,Reg,NAmes,1Story,4,5,1971,1971,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,432.0,432.0,864.0,3,864,864,0.0,1,0,3,2.0,5,1,1.0,,,,0.0,0.0,0,115000.0
142,78.0,11645,Reg,CollgCr,1Story,7,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,1300.0,434.0,1734.0,5,1734,1734,1.0,2,0,3,3.0,7,0,,Attchd,2005.0,3.0,2.0,660.0,24,260000.0
143,71.0,8520,Reg,NAmes,1.5Fin,5,4,1952,1952,BrkFace,Wd Sdng,2,CBlock,2.0,No,Rec,507.0,403.0,910.0,2,910,1385,0.0,2,0,4,2.0,6,0,,Detchd,2000.0,1.0,2.0,720.0,0,166000.0
144,78.0,10335,IR1,CollgCr,1Story,7,5,1999,1999,VinylSd,VinylSd,3,PConc,3.0,Gd,GLQ,679.0,811.0,1490.0,5,1501,1501,1.0,2,0,3,3.0,6,0,,Attchd,1999.0,2.0,2.0,577.0,29,204000.0
145,70.0,9100,Reg,Sawyer,1Story,5,5,1963,1963,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,1332.0,396.0,1728.0,3,1728,1728,1.0,2,0,6,2.0,10,0,,Detchd,1963.0,1.0,2.0,504.0,0,125000.0
146,24.0,2522,Reg,Edwards,2Story,6,5,2004,2006,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,970.0,970.0,5,970,1709,0.0,2,0,3,3.0,7,0,,Detchd,2004.0,1.0,2.0,380.0,40,130000.0
147,51.0,6120,Reg,BrkSide,1Story,5,7,1931,1993,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,BLQ,209.0,506.0,715.0,3,875,875,1.0,1,0,2,2.0,5,0,,Detchd,1931.0,1.0,1.0,180.0,0,105000.0
148,,9505,IR1,Gilbert,2Story,7,5,2001,2001,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,884.0,884.0,5,884,2035,0.0,2,1,3,3.0,8,1,4.0,BuiltIn,2001.0,3.0,2.0,434.0,48,222500.0
149,63.0,7500,Reg,SawyerW,1Story,7,5,2004,2005,VinylSd,VinylSd,2,PConc,3.0,No,GLQ,680.0,400.0,1080.0,5,1080,1080,1.0,1,0,3,3.0,6,0,,,,,0.0,0.0,0,141000.0
150,,6240,Reg,BrkSide,1.5Fin,5,4,1936,1950,MetalSd,MetalSd,2,BrkTil,3.0,No,Unf,0.0,896.0,896.0,4,896,1344,0.0,1,0,3,2.0,7,0,,Detchd,1936.0,1.0,1.0,240.0,114,115000.0
151,120.0,10356,Reg,CollgCr,1Story,5,6,1975,1975,HdBoard,HdBoard,2,CBlock,2.0,Av,BLQ,716.0,253.0,969.0,3,969,969,0.0,1,1,3,2.0,5,0,,Attchd,1975.0,1.0,2.0,440.0,0,122000.0
152,107.0,13891,Reg,NridgHt,1Story,8,5,2007,2008,VinylSd,VinylSd,3,PConc,4.0,Gd,GLQ,1400.0,310.0,1710.0,5,1710,1710,1.0,2,0,2,3.0,6,1,4.0,Attchd,2007.0,2.0,3.0,866.0,102,372402.0
153,,14803,IR1,NWAmes,2Story,6,5,1971,1971,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,416.0,409.0,825.0,4,1097,1993,0.0,2,1,4,2.0,8,1,4.0,Attchd,1971.0,2.0,2.0,495.0,66,190000.0
154,,13500,Reg,ClearCr,1Story,6,7,1960,1975,BrkFace,Plywood,2,CBlock,3.0,Gd,BLQ,429.0,93.0,1602.0,4,1252,1252,1.0,1,0,1,2.0,4,1,4.0,Attchd,1960.0,2.0,2.0,564.0,0,235000.0
155,84.0,11340,Reg,OldTown,1Story,6,5,1923,1950,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,1200.0,1200.0,3,1200,1200,0.0,1,0,4,2.0,7,0,,Detchd,1923.0,1.0,1.0,312.0,0,125000.0
156,60.0,9600,Reg,Edwards,1.5Fin,6,5,1924,1950,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,572.0,572.0,2,572,1096,0.0,1,0,2,2.0,5,0,,,,,0.0,0.0,8,79000.0
157,60.0,7200,Reg,NAmes,1Story,5,7,1950,1950,Wd Sdng,Wd Sdng,2,CBlock,,,,0.0,0.0,0.0,3,1040,1040,0.0,1,0,2,2.0,5,0,,Detchd,1950.0,1.0,2.0,625.0,0,109500.0
158,92.0,12003,Reg,Timber,2Story,8,5,2009,2010,VinylSd,VinylSd,3,PConc,4.0,No,Unf,0.0,774.0,774.0,5,774,1968,0.0,2,1,4,4.0,8,1,4.0,BuiltIn,2009.0,3.0,3.0,680.0,75,269500.0
159,100.0,12552,Reg,Somerst,2Story,7,5,2004,2005,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,222.0,769.0,991.0,5,991,1947,0.0,2,1,3,3.0,8,1,4.0,Attchd,2004.0,2.0,2.0,678.0,136,254900.0
160,134.0,19378,IR1,Gilbert,2Story,7,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,Mn,GLQ,57.0,1335.0,1392.0,5,1392,2462,1.0,2,1,4,3.0,9,1,4.0,Attchd,2006.0,2.0,2.0,576.0,132,320000.0
161,,11120,IR1,Veenker,1Story,6,6,1984,1984,Plywood,Plywood,2,PConc,3.0,No,BLQ,660.0,572.0,1232.0,3,1232,1232,0.0,2,0,3,2.0,6,0,,Attchd,1984.0,1.0,2.0,516.0,0,162500.0
162,110.0,13688,IR1,NridgHt,2Story,9,5,2003,2004,VinylSd,VinylSd,3,PConc,4.0,Av,GLQ,1016.0,556.0,1572.0,5,1572,2668,1.0,2,1,3,4.0,10,2,4.0,BuiltIn,2003.0,3.0,3.0,726.0,0,412500.0
163,95.0,12182,Reg,NridgHt,1Story,7,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,Mn,BLQ,1201.0,340.0,1541.0,5,1541,1541,0.0,2,0,3,3.0,7,1,4.0,Attchd,2005.0,2.0,2.0,532.0,70,220000.0
164,55.0,5500,Reg,OldTown,1.5Unf,4,6,1956,1956,MetalSd,MetalSd,2,CBlock,2.0,No,Unf,0.0,882.0,882.0,5,882,882,0.0,1,0,1,2.0,4,0,,,,,0.0,0.0,0,103200.0
165,40.0,5400,Reg,OldTown,1Story,6,7,1926,2004,MetalSd,MetalSd,2,BrkTil,2.0,Mn,LwQ,370.0,779.0,1149.0,4,1149,1616,0.0,2,0,3,3.0,5,0,,Detchd,1926.0,1.0,1.0,216.0,0,152000.0
166,62.0,10106,Reg,Edwards,1.5Fin,5,7,1940,1999,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,ALQ,351.0,112.0,644.0,4,808,1355,1.0,2,0,4,2.0,6,0,,,,,0.0,0.0,0,127500.0
167,,10708,IR1,ClearCr,1Story,5,5,1955,1993,Wd Sdng,Wd Sdng,3,CBlock,2.0,No,LwQ,379.0,470.0,1617.0,5,1867,1867,1.0,1,0,2,2.0,7,3,4.0,Attchd,1955.0,3.0,1.0,303.0,0,190000.0
168,86.0,10562,Reg,NridgHt,2Story,8,5,2007,2007,VinylSd,VinylSd,3,PConc,4.0,No,GLQ,1288.0,294.0,1582.0,5,1610,2161,1.0,1,1,3,4.0,8,1,4.0,Attchd,2007.0,3.0,3.0,789.0,120,325624.0
169,62.0,8244,IR1,Gilbert,2Story,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,840.0,840.0,5,840,1720,0.0,2,1,3,3.0,7,1,4.0,Attchd,2004.0,3.0,2.0,440.0,48,183500.0
170,,16669,IR1,Timber,1Story,8,6,1981,1981,Plywood,Plywood,3,CBlock,3.0,No,Unf,0.0,1686.0,1686.0,3,1707,1707,0.0,2,1,2,2.0,6,1,3.0,Attchd,1981.0,2.0,2.0,511.0,64,228000.0
171,,12358,IR1,OldTown,1.5Fin,5,6,1941,1950,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,360.0,360.0,720.0,3,854,1382,0.0,1,1,2,2.0,7,0,,Detchd,1991.0,1.0,2.0,660.0,0,128500.0
172,141.0,31770,IR1,NAmes,1Story,6,5,1960,1960,BrkFace,Plywood,2,CBlock,2.0,Gd,BLQ,639.0,441.0,1080.0,2,1656,1656,1.0,1,0,3,2.0,7,2,4.0,Attchd,1960.0,3.0,2.0,528.0,62,215000.0
173,44.0,5306,IR1,StoneBr,2Story,7,7,1987,1987,HdBoard,HdBoard,3,PConc,3.0,No,GLQ,495.0,354.0,1064.0,4,1064,1767,1.0,2,0,2,3.0,5,1,3.0,Attchd,1987.0,2.0,2.0,504.0,35,239000.0
174,80.0,10197,IR1,NAmes,1Story,6,5,1961,1961,WdShing,Wd Shng,2,CBlock,2.0,No,ALQ,288.0,700.0,1362.0,3,1362,1362,1.0,1,1,3,2.0,6,1,3.0,Attchd,1961.0,1.0,2.0,504.0,20,163000.0
175,47.0,12416,IR1,Timber,1Story,6,5,1986,1986,VinylSd,Plywood,2,CBlock,3.0,No,ALQ,1398.0,0.0,1606.0,3,1651,1651,1.0,2,0,3,2.0,7,1,3.0,Attchd,1986.0,3.0,2.0,616.0,0,184000.0
176,84.0,12615,Reg,Edwards,1Story,6,7,1950,2001,WdShing,Wd Shng,2,CBlock,2.0,Av,ALQ,477.0,725.0,1202.0,3,2158,2158,1.0,2,0,4,3.0,7,1,4.0,Attchd,1950.0,1.0,2.0,576.0,29,243000.0
177,97.0,10029,IR1,ClearCr,2Story,6,5,1988,1989,Plywood,Plywood,3,PConc,3.0,No,GLQ,831.0,320.0,1151.0,3,1164,2060,0.0,2,1,4,2.0,8,1,3.0,Attchd,1988.0,1.0,2.0,521.0,228,211000.0
178,,13650,Reg,Sawyer,1.5Fin,5,5,1958,1958,MetalSd,MetalSd,3,CBlock,2.0,No,ALQ,57.0,554.0,1052.0,5,1252,1920,1.0,2,0,4,3.0,8,1,4.0,Attchd,1958.0,1.0,2.0,451.0,0,172500.0
179,63.0,17423,IR1,StoneBr,1Story,9,5,2008,2009,VinylSd,VinylSd,4,PConc,4.0,No,GLQ,1904.0,312.0,2216.0,5,2234,2234,1.0,2,0,1,4.0,9,1,4.0,Attchd,2009.0,3.0,3.0,1166.0,60,501837.0
180,60.0,8520,Reg,OldTown,1Story,5,6,1923,2006,Wd Sdng,Wd Sdng,3,CBlock,2.0,No,Unf,0.0,968.0,968.0,3,968,968,0.0,1,0,2,2.0,5,0,,Detchd,1935.0,1.0,2.0,480.0,0,100000.0
181,,2117,Reg,Somerst,2Story,6,5,2000,2000,MetalSd,MetalSd,3,PConc,3.0,No,GLQ,436.0,320.0,756.0,5,769,1525,0.0,2,1,3,3.0,5,1,3.0,Detchd,2000.0,1.0,2.0,440.0,0,177000.0
182,54.0,7588,Reg,Crawfor,2Story,7,6,1920,1950,Stucco,Stucco,2,BrkTil,1.0,No,LwQ,352.0,441.0,793.0,4,901,1802,0.0,1,1,4,2.0,9,1,4.0,Detchd,1920.0,1.0,1.0,216.0,0,200100.0
183,60.0,9060,Reg,Edwards,1Story,5,6,1957,2006,Wd Sdng,Wd Sdng,2,PConc,,,,0.0,0.0,0.0,5,1340,1340,0.0,1,0,3,2.0,7,1,4.0,Attchd,1957.0,2.0,1.0,252.0,0,120000.0
184,63.0,11426,Reg,OldTown,1.5Fin,7,5,2003,2003,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,1362.0,1362.0,5,1362,2082,0.0,2,1,3,3.0,6,0,,Detchd,2003.0,1.0,2.0,484.0,238,200000.0
185,92.0,7438,IR1,BrkSide,1.5Fin,5,8,1908,1991,AsbShng,Plywood,2,PConc,1.0,No,Unf,0.0,504.0,504.0,4,936,1252,0.0,1,0,3,2.0,5,0,,Attchd,1986.0,1.0,2.0,576.0,0,127000.0
186,90.0,22950,IR2,OldTown,2.5Fin,10,9,1892,1993,Wd Sdng,Wd Sdng,3,BrkTil,2.0,Mn,Unf,0.0,1107.0,1107.0,5,1518,3608,0.0,2,1,4,4.0,12,2,3.0,Detchd,1993.0,1.0,3.0,840.0,260,475000.0
187,,9947,IR1,Mitchel,SLvl,7,5,1990,1991,HdBoard,HdBoard,2,PConc,3.0,Av,GLQ,611.0,577.0,1188.0,5,1217,1217,1.0,2,0,3,3.0,6,0,,Attchd,1990.0,1.0,2.0,497.0,27,173000.0
188,60.0,10410,Reg,OldTown,1.5Fin,5,7,1916,1987,HdBoard,HdBoard,2,CBlock,1.0,No,Unf,0.0,660.0,660.0,5,808,1656,0.0,2,1,3,2.0,8,0,,Detchd,1916.0,1.0,1.0,180.0,0,135000.0
189,64.0,7018,Reg,SawyerW,SFoyer,5,5,1979,1979,Plywood,Plywood,2,CBlock,3.0,Av,GLQ,1086.0,0.0,1086.0,3,1224,1224,2.0,0,2,2,2.0,6,2,3.0,Detchd,1979.0,1.0,2.0,528.0,0,153337.0
190,41.0,4923,Reg,StoneBr,1Story,8,5,2001,2002,CemntBd,CmentBd,3,PConc,4.0,Av,GLQ,1153.0,440.0,1593.0,5,1593,1593,1.0,1,1,0,4.0,5,1,4.0,Attchd,2001.0,3.0,2.0,682.0,120,286000.0
191,70.0,10570,Reg,Crawfor,2Story,8,8,1932,1994,BrkFace,BrkFace,3,CBlock,3.0,No,Rec,297.0,556.0,853.0,3,1549,2727,0.0,2,1,3,3.0,10,2,3.0,Detchd,1932.0,1.0,2.0,440.0,74,315000.0
192,,7472,IR1,NAmes,2Story,7,9,1972,2004,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,626.0,99.0,725.0,4,725,1479,1.0,1,1,4,3.0,7,0,,Attchd,1972.0,3.0,2.0,484.0,32,184000.0
193,68.0,9017,IR1,CollgCr,1Story,7,5,1999,1999,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,560.0,871.0,1431.0,5,1431,1431,1.0,2,0,3,3.0,6,0,,Attchd,1999.0,3.0,2.0,666.0,35,192000.0
194,24.0,2522,Reg,Edwards,2Story,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,970.0,970.0,5,970,1709,0.0,2,0,3,3.0,7,0,,Detchd,2004.0,1.0,2.0,380.0,40,130000.0
195,60.0,7180,IR1,CollgCr,1Story,5,7,1972,1972,HdBoard,HdBoard,2,CBlock,2.0,Av,ALQ,390.0,474.0,864.0,3,864,864,0.0,1,0,3,2.0,5,0,,Detchd,1989.0,1.0,1.0,352.0,0,127000.0
196,24.0,2280,Reg,NPkVill,2Story,6,6,1976,1976,Plywood,Brk Cmn,2,CBlock,3.0,No,ALQ,566.0,289.0,855.0,3,855,1456,0.0,2,1,3,2.0,7,1,3.0,Attchd,1976.0,1.0,2.0,440.0,0,148500.0
197,79.0,9416,Reg,Somerst,1Story,7,5,2007,2007,CemntBd,CmentBd,4,PConc,4.0,No,GLQ,1126.0,600.0,1726.0,5,1726,1726,1.0,2,0,3,4.0,8,1,4.0,Attchd,2007.0,3.0,3.0,786.0,138,311872.0
198,174.0,25419,Reg,NAmes,2Story,8,4,1918,1990,Stucco,Stucco,3,PConc,2.0,No,GLQ,1036.0,140.0,1360.0,4,1360,3112,1.0,2,0,4,3.0,8,1,5.0,Detchd,1918.0,1.0,2.0,795.0,16,235000.0
199,92.0,5520,Reg,OldTown,2.5Fin,6,6,1912,1950,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Unf,0.0,755.0,755.0,5,929,2229,0.0,1,0,5,2.0,8,0,,,,,0.0,0.0,198,104000.0
200,76.0,9591,Reg,NridgHt,1Story,8,5,2004,2005,VinylSd,VinylSd,3,PConc,4.0,Av,GLQ,1088.0,625.0,1713.0,5,1713,1713,1.0,2,0,3,4.0,7,1,4.0,Attchd,2004.0,3.0,3.0,856.0,26,274900.0
201,80.0,8546,Reg,Edwards,1Story,4,5,2003,2004,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,1121.0,1121.0,5,1121,1121,0.0,2,0,2,2.0,5,0,,Attchd,2003.0,2.0,2.0,440.0,64,140000.0
202,75.0,10125,Reg,Mitchel,1Story,6,6,1977,1977,Plywood,Plywood,2,CBlock,2.0,No,ALQ,641.0,276.0,1196.0,3,1279,1279,0.0,2,0,3,2.0,6,2,2.0,Detchd,1980.0,1.0,2.0,473.0,83,171500.0
203,50.0,7000,Reg,OldTown,1.5Fin,6,6,1924,1950,MetalSd,MetalSd,2,BrkTil,1.0,No,LwQ,617.0,0.0,617.0,4,865,1310,0.0,2,0,2,2.0,6,0,,Attchd,1924.0,1.0,1.0,398.0,0,112000.0
204,,4438,Reg,CollgCr,1Story,6,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,662.0,186.0,848.0,5,848,848,1.0,1,0,1,3.0,3,1,4.0,Attchd,2004.0,2.0,2.0,420.0,0,149000.0
205,50.0,3500,Reg,OldTown,1.5Fin,5,7,1947,1950,AsbShng,AsbShng,2,CBlock,2.0,No,LwQ,312.0,408.0,720.0,3,720,1284,0.0,1,1,2,2.0,5,0,,Detchd,1948.0,1.0,1.0,240.0,35,110000.0
206,99.0,11851,Reg,Gilbert,1Story,7,5,1990,1990,HdBoard,HdBoard,2,PConc,3.0,No,Unf,0.0,1424.0,1424.0,5,1442,1442,0.0,2,0,3,2.0,5,0,,Attchd,1990.0,2.0,2.0,500.0,34,180500.0
